,text,targets
1169,The stone temple was simply colossal .,"[{'span1': [4, 6], 'span_word': 'simply colossal', 'label': 'literal'}]"
1170,The nation is to represent the divine order established by God .,"[{'span1': [6, 7], 'span_word': 'divine', 'label': 'literal'}]"
1171,The kite is falling .,"[{'span1': [3, 4], 'span_word': 'falling', 'label': 'literal'}]"
1172,A treacherous snake was slithering through my legs .,"[{'span1': [1, 3], 'span_word': 'treacherous snake', 'label': 'literal'}]"
1173,Monstrous beings are frequent in myths .,"[{'span1': [0, 1], 'span_word': 'monstrous', 'label': 'literal'}]"
1174,Even speechless animals show anger .,"[{'span1': [1, 2], 'span_word': 'speechless', 'label': 'literal'}]"
1175,Here you get the real feel of the ocean .,"[{'span1': [8, 9], 'span_word': 'ocean', 'label': 'literal'}]"
1176,I was crying for leaving my home .,"[{'span1': [2, 5], 'span_word': 'crying leaving', 'label': 'literal'}]"
1177,There are mountains nearby .,"[{'span1': [2, 3], 'span_word': 'mountains', 'label': 'literal'}]"
1178,Alice followed the rabbit and reached a whole world of different creatures .,"[{'span1': [7, 9], 'span_word': 'whole world', 'label': 'literal'}]"
1179,Anna does more work than both of you,"[{'span1': [3, 4], 'span_word': 'work', 'label': 'literal'}]"
1180,It is in his interest to chop down our forests .,"[{'span1': [9, 10], 'span_word': 'forests', 'label': 'literal'}]"
1181,I love you my dear .,"[{'span1': [1, 2], 'span_word': 'love', 'label': 'literal'}]"
1182,He threw the pulverized contents into the air .,"[{'span1': [3, 4], 'span_word': 'pulverized', 'label': 'literal'}]"
1183,Faulty politics lead to the ruin of the country .,"[{'span1': [5, 6], 'span_word': 'ruin', 'label': 'literal'}]"
1184,You can buy a Bungalow in the historic district .,"[{'span1': [2, 5], 'span_word': 'buy bungalow', 'label': 'literal'}]"
1185,A harmonious rapport exists between mankind and the universe .,"[{'span1': [8, 9], 'span_word': 'universe', 'label': 'literal'}]"
1186,The Tsar 's ultimate weapon was his army .,"[{'span1': [3, 5], 'span_word': 'ultimate weapon', 'label': 'literal'}]"
1187,The little girl was drowning in the lake .,"[{'span1': [1, 3], 'span_word': 'little girl', 'label': 'literal'}]"
1188,Poor people here are living on bread and water .,"[{'span1': [4, 9], 'span_word': 'living bread water', 'label': 'literal'}]"
1189,My body was being crushed by a truck .,"[{'span1': [4, 5], 'span_word': 'crushed', 'label': 'literal'}]"
1190,You see caravans delivering loads of water .,"[{'span1': [4, 5], 'span_word': 'loads', 'label': 'literal'}]"
1191,Garbage and dirt accumulate in residential areas .,"[{'span1': [0, 3], 'span_word': 'garbage dirt', 'label': 'literal'}]"
1192,Building castles on the top of hills makes them safe .,"[{'span1': [0, 2], 'span_word': 'building castles', 'label': 'literal'}]"
1193,The murderer was clearly a madman .,"[{'span1': [5, 6], 'span_word': 'madman', 'label': 'literal'}]"
1194,My house is beyond the wall .,"[{'span1': [3, 4], 'span_word': 'beyond', 'label': 'literal'}]"
1195,I genuflected to the tabernacle and left the church .,"[{'span1': [1, 2], 'span_word': 'genuflected', 'label': 'literal'}]"
1196,They 're going to wreck the machines .,"[{'span1': [2, 5], 'span_word': 'going wreck', 'label': 'literal'}]"
1197,Abnegation is often regarded as the quintessence of love .,"[{'span1': [6, 7], 'span_word': 'quintessence', 'label': 'literal'}]"
1198,Gargoyles have a horrible face .,"[{'span1': [3, 5], 'span_word': 'horrible face', 'label': 'literal'}]"
1199,Social change occurs when irresistible forces come from outside .,"[{'span1': [4, 5], 'span_word': 'irresistible', 'label': 'literal'}]"
1200,She was pounding the hammer against the iron bars .,"[{'span1': [2, 3], 'span_word': 'pounding', 'label': 'literal'}]"
1201,I soon fell in love with his friend .,"[{'span1': [2, 5], 'span_word': 'fell love', 'label': 'literal'}]"
1202,"When you walked on the cracky floor , it sounded like you were walking on eggshells .","[{'span1': [13, 16], 'span_word': 'walking eggshells', 'label': 'literal'}]"
1203,He thought a place awaited him in paradise .,"[{'span1': [7, 8], 'span_word': 'paradise', 'label': 'literal'}]"
1204,A cargo of four hundred kilos breaks the camel 's back .,"[{'span1': [8, 11], 'span_word': ""camel 's back"", 'label': 'literal'}]"
1205,They implemented a system that can solve a million issues .,"[{'span1': [8, 10], 'span_word': 'million issues', 'label': 'literal'}]"
1206,They had blasted their way with dynamite .,"[{'span1': [2, 5], 'span_word': 'blasted way', 'label': 'literal'}]"
1207,Cats and dogs are not allowed in the sandpit .,"[{'span1': [0, 3], 'span_word': 'cats dogs', 'label': 'literal'}]"
1208,The mother had the intention of throwing the baby out of the window .,"[{'span1': [6, 9], 'span_word': 'throwing baby', 'label': 'literal'}]"
1209,"Many mushrooms had sprouted , which were as large as saucers .","[{'span1': [8, 11], 'span_word': 'large saucers', 'label': 'literal'}]"
1210,Ballistic missile defence programmes were reinforced .,"[{'span1': [0, 1], 'span_word': 'ballistic', 'label': 'literal'}]"
1211,You should clean the wall with a real paint-remover .,"[{'span1': [7, 9], 'span_word': 'real paint-remover', 'label': 'literal'}]"
1212,I wo n't be a tourist forever .,"[{'span1': [6, 7], 'span_word': 'forever', 'label': 'literal'}]"
1213,I am studying the literature of the last three centuries .,"[{'span1': [7, 10], 'span_word': 'last centuries', 'label': 'literal'}]"
1214,"This summer , she has been spending all her time in Europe .","[{'span1': [6, 10], 'span_word': 'spending time', 'label': 'literal'}]"
1215,The house is built from the ruins of the old stables .,"[{'span1': [6, 7], 'span_word': 'ruins', 'label': 'literal'}]"
1216,Something smothered in a sauce made of butter .,"[{'span1': [5, 8], 'span_word': 'made butter', 'label': 'literal'}]"
1217,If the relationship becomes intolerable,"[{'span1': [4, 5], 'span_word': 'intolerable', 'label': 'literal'}]"
1218,The door was exceedingly big for that wall .,"[{'span1': [3, 4], 'span_word': 'exceedingly', 'label': 'literal'}]"
1219,The emperor was furious with the defeat .,"[{'span1': [3, 4], 'span_word': 'furious', 'label': 'literal'}]"
1220,He sleeps soundly without a nightmare .,"[{'span1': [5, 6], 'span_word': 'nightmare', 'label': 'literal'}]"
1221,The generator can create a vortex of air in the space .,"[{'span1': [5, 11], 'span_word': 'vortex space', 'label': 'literal'}]"
1222,The lesson was about the world spinning around its axis .,"[{'span1': [5, 8], 'span_word': 'world spinning around', 'label': 'literal'}]"
1223,The big wheel moved slower than a snail .,"[{'span1': [4, 8], 'span_word': 'slower snail', 'label': 'literal'}]"
1224,That was the end of the pindaric flight .,"[{'span1': [6, 8], 'span_word': 'pindaric flight', 'label': 'literal'}]"
1225,Patients were diagnosed with intracranial hemorrhages .,"[{'span1': [5, 6], 'span_word': 'hemorrhages', 'label': 'literal'}]"
1226,Cells divide countless times during a lifetime .,"[{'span1': [2, 4], 'span_word': 'countless times', 'label': 'literal'}]"
1227,He wears a hat in the shape of a traffic cone .,"[{'span1': [9, 11], 'span_word': 'traffic cone', 'label': 'literal'}]"
1228,The temperature is less than zero degrees .,"[{'span1': [3, 6], 'span_word': 'less zero', 'label': 'literal'}]"
1229,"Of course he was mute as a fish , he was dead .","[{'span1': [4, 8], 'span_word': 'mute fish', 'label': 'literal'}]"
1230,The law applies without exceptions .,"[{'span1': [3, 5], 'span_word': 'without exceptions', 'label': 'literal'}]"
1231,They remained terrified of being crushed by the mob .,"[{'span1': [5, 6], 'span_word': 'crushed', 'label': 'literal'}]"
1232,He was in the middle of a tornado on the highway .,"[{'span1': [4, 8], 'span_word': 'middle tornado', 'label': 'literal'}]"
1233,Sometimes surgery resembles torture .,"[{'span1': [2, 4], 'span_word': 'resembles torture', 'label': 'literal'}]"
1234,A hundred thousand people were killed here .,"[{'span1': [1, 3], 'span_word': 'hundred thousand', 'label': 'literal'}]"
1235,The Antarctic is colder than the Arctic .,"[{'span1': [3, 7], 'span_word': 'colder arctic', 'label': 'literal'}]"
1236,Brain areas were drawn on the image of an empty head .,"[{'span1': [9, 11], 'span_word': 'empty head', 'label': 'literal'}]"
1237,The entertainment at the resort was firewalking .,"[{'span1': [6, 7], 'span_word': 'firewalking', 'label': 'literal'}]"
1238,Johnny worshipped the statue of the reigning ruler .,"[{'span1': [0, 2], 'span_word': 'johnny worshipped', 'label': 'literal'}]"
1239,"When I blew into the windbag , it created an area of lower pressure .","[{'span1': [5, 6], 'span_word': 'windbag', 'label': 'literal'}]"
1240,You will face a lifetime ban .,"[{'span1': [4, 5], 'span_word': 'lifetime', 'label': 'literal'}]"
1241,Lots of vessels sunk in the storm .,"[{'span1': [3, 4], 'span_word': 'sunk', 'label': 'literal'}]"
1242,Do not try to French kiss a rattlesnake .,"[{'span1': [4, 6], 'span_word': 'french kiss', 'label': 'literal'}]"
1243,I could n't believe their stories .,"[{'span1': [1, 4], 'span_word': ""could n't believe"", 'label': 'literal'}]"
1244,Someone was tickling me with a feather .,"[{'span1': [6, 7], 'span_word': 'feather', 'label': 'literal'}]"
1245,My pudding was slowly dissolving into a puddle of watery gravy .,"[{'span1': [4, 8], 'span_word': 'dissolving puddle', 'label': 'literal'}]"
1246,A part of Europe is different for the omnipresent nature of its pollution .,"[{'span1': [8, 9], 'span_word': 'omnipresent', 'label': 'literal'}]"
1247,"Outside the weather is beautiful , blue sky and rising sun .","[{'span1': [9, 11], 'span_word': 'rising sun', 'label': 'literal'}]"
1248,It was a case of mea culpa rather than a faulty machine .,"[{'span1': [10, 11], 'span_word': 'faulty', 'label': 'literal'}]"
1249,Hellish flames smothered the angelic figures in the painting .,"[{'span1': [0, 1], 'span_word': 'hellish', 'label': 'literal'}]"
1250,The Bible describes sins as mortal .,"[{'span1': [5, 6], 'span_word': 'mortal', 'label': 'literal'}]"
1251,His eyes are as blue as the ocean .,"[{'span1': [7, 8], 'span_word': 'ocean', 'label': 'literal'}]"
1252,"In this frigid season , crowds lined up to buy milk .","[{'span1': [2, 3], 'span_word': 'frigid', 'label': 'literal'}]"
1253,Militias would go to war again .,"[{'span1': [2, 5], 'span_word': 'go war', 'label': 'literal'}]"
1254,Search engines are brainless entities .,"[{'span1': [3, 4], 'span_word': 'brainless', 'label': 'literal'}]"
1255,The window of the cafe was steamed up .,"[{'span1': [6, 7], 'span_word': 'steamed', 'label': 'literal'}]"
1256,British Empire has been the largest of all times .,"[{'span1': [8, 9], 'span_word': 'times', 'label': 'literal'}]"
1257,"In his dreams , Toyland was a place where all the toys lived together .","[{'span1': [4, 5], 'span_word': 'toyland', 'label': 'literal'}]"
1258,The described events in heaven and earth are related in a symbolic sense .,"[{'span1': [4, 7], 'span_word': 'heaven earth', 'label': 'literal'}]"
1259,The victim is hypnotically put to sleep .,"[{'span1': [3, 4], 'span_word': 'hypnotically', 'label': 'literal'}]"
1260,I had to bend to look under a low archway .,"[{'span1': [3, 4], 'span_word': 'bend', 'label': 'literal'}]"
1261,The queen can put anyone to death with one word from her lips .,"[{'span1': [8, 10], 'span_word': 'one word', 'label': 'literal'}]"
1262,"I am fascinated by the construction , whether it is a marionette or a doll .","[{'span1': [11, 12], 'span_word': 'marionette', 'label': 'literal'}]"
1263,Optimal solutions are achieved by neural networks in the blink of an eye .,"[{'span1': [9, 13], 'span_word': 'blink eye', 'label': 'literal'}]"
1264,Intact skin is an insurmountable barrier to the virus .,"[{'span1': [4, 5], 'span_word': 'insurmountable', 'label': 'literal'}]"
1265,There exists a system generating light brighter than the sun .,"[{'span1': [6, 10], 'span_word': 'brighter sun', 'label': 'literal'}]"
1266,The next settlement is a day 's march away .,"[{'span1': [5, 9], 'span_word': ""day 's march away"", 'label': 'literal'}]"
1267,"In New York , people yell `` Hey taxi ! '' and they soon get a ride .","[{'span1': [4, 9], 'span_word': 'people yell `` hey taxi', 'label': 'literal'}]"
1268,The murderer would be charged with high treason .,"[{'span1': [6, 8], 'span_word': 'high treason', 'label': 'literal'}]"
1269,My camera has no filters .,"[{'span1': [4, 5], 'span_word': 'filters', 'label': 'literal'}]"
1270,"Sitting on her knees , the artis cries out in terror .","[{'span1': [7, 11], 'span_word': 'cries terror', 'label': 'literal'}]"
1271,My whole senses were on high alert .,"[{'span1': [1, 3], 'span_word': 'whole senses', 'label': 'literal'}]"
1272,The dark side of the Moon is covered in craters .,"[{'span1': [1, 3], 'span_word': 'dark side', 'label': 'literal'}]"
1273,The bomb burst into flames .,"[{'span1': [2, 5], 'span_word': 'burst flames', 'label': 'literal'}]"
1274,This judge does not tolerate robbers and other dregs of mankind .,"[{'span1': [8, 11], 'span_word': 'dregs mankind', 'label': 'literal'}]"
1275,A perfect porcelain doll has no cracks .,"[{'span1': [1, 4], 'span_word': 'perfect porcelain doll', 'label': 'literal'}]"
1276,Every poet who has ever set pen to paper knows how to write .,"[{'span1': [4, 7], 'span_word': 'ever set pen', 'label': 'literal'}]"
1277,I can eat about a million calories a year and maintain my weight .,"[{'span1': [5, 7], 'span_word': 'million calories', 'label': 'literal'}]"
1278,Hydrogen shows the cloud to be light years away from the earth .,"[{'span1': [6, 9], 'span_word': 'light years away', 'label': 'literal'}]"
1279,Her associates were invariably businessmen .,"[{'span1': [3, 4], 'span_word': 'invariably', 'label': 'literal'}]"
1280,The sea soughed on the shore .,"[{'span1': [1, 2], 'span_word': 'sea', 'label': 'literal'}]"
1281,"Mr. Babe is my pet , he 's a pig from Guinea .","[{'span1': [7, 10], 'span_word': ""'s pig"", 'label': 'literal'}]"
1282,"Only yesterday , I ordered the registration of children .","[{'span1': [1, 2], 'span_word': 'yesterday', 'label': 'literal'}]"
1283,Flying over a cloud is not risky .,"[{'span1': [3, 4], 'span_word': 'cloud', 'label': 'literal'}]"
1284,They would start a war to take the counties .,"[{'span1': [1, 3], 'span_word': 'would start', 'label': 'literal'}]"
1285,All those weapons emitted a blast as loud as the thunder .,"[{'span1': [7, 11], 'span_word': 'loud thunder', 'label': 'literal'}]"
1286,The snake in the Genesis was the devil incarnate .,"[{'span1': [7, 9], 'span_word': 'devil incarnate', 'label': 'literal'}]"
1287,There are like trillions of possible combinations of such digits .,"[{'span1': [2, 4], 'span_word': 'like trillions', 'label': 'literal'}]"
1288,Freehold means you own the land .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1289,Waxy-eared persons should go to the otolaryngologist .,"[{'span1': [0, 1], 'span_word': 'waxy-eared', 'label': 'literal'}]"
1290,The bin is crushed by the weight of the roof .,"[{'span1': [3, 7], 'span_word': 'crushed weight', 'label': 'literal'}]"
1291,My sister broke a chisel trying to carve wood .,"[{'span1': [1, 3], 'span_word': 'sister broke', 'label': 'literal'}]"
1292,"If she comes for dinner , I 'll miss three shows .","[{'span1': [8, 11], 'span_word': 'miss three shows', 'label': 'literal'}]"
1293,A paleontologist was holding the bone of a dinosaur .,"[{'span1': [8, 9], 'span_word': 'dinosaur', 'label': 'literal'}]"
1294,I forgot what her name is .,"[{'span1': [4, 5], 'span_word': 'name', 'label': 'literal'}]"
1295,I like it when a roller coaster turns me upside down .,"[{'span1': [7, 10], 'span_word': 'turns upside', 'label': 'literal'}]"
1296,Your character die many times in the game .,"[{'span1': [2, 5], 'span_word': 'die many times', 'label': 'literal'}]"
1297,Astronomers have found five Cepheids on the other side of the galaxy .,"[{'span1': [8, 12], 'span_word': 'side galaxy', 'label': 'literal'}]"
1298,Scientists study the infinite variety of combinations of neurones .,"[{'span1': [3, 4], 'span_word': 'infinite', 'label': 'literal'}]"
1299,The president ate pasta for dinner .,"[{'span1': [1, 3], 'span_word': 'president ate', 'label': 'literal'}]"
1300,This street is three thousand miles long .,"[{'span1': [4, 6], 'span_word': 'thousand miles', 'label': 'literal'}]"
1301,"There 's a sward hanging over my head , there on the wall .","[{'span1': [4, 8], 'span_word': 'hanging head', 'label': 'literal'}]"
1302,The universe is unceasingly moving toward more disorder .,"[{'span1': [3, 4], 'span_word': 'unceasingly', 'label': 'literal'}]"
1303,Invite a seafarer and explore the abyss of the ocean together .,"[{'span1': [6, 7], 'span_word': 'abyss', 'label': 'literal'}]"
1304,You could see falling stars that drop from the top of the picture .,"[{'span1': [4, 7], 'span_word': 'stars drop', 'label': 'literal'}]"
1305,The dinosaur was as big as a barge .,"[{'span1': [4, 8], 'span_word': 'big barge', 'label': 'literal'}]"
1306,I have a thorn stuck in my finger .,"[{'span1': [3, 4], 'span_word': 'thorn', 'label': 'literal'}]"
1307,The wrestler was asked to assassinate his opponent .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1308,A herd of elephants was drinking from a lake .,"[{'span1': [1, 4], 'span_word': 'herd elephants', 'label': 'literal'}]"
1309,This city is the worst on earth with respect to air pollution levels .,"[{'span1': [4, 7], 'span_word': 'worst earth', 'label': 'literal'}]"
1310,Vomiting accompany the first months of pregnancy .,"[{'span1': [0, 1], 'span_word': 'vomiting', 'label': 'literal'}]"
1311,Researchers have succeeded in reading Egyptian hieroglyphics .,"[{'span1': [4, 7], 'span_word': 'reading hieroglyphics', 'label': 'literal'}]"
1312,The shelves contained crystal clear glasses .,"[{'span1': [3, 5], 'span_word': 'crystal clear', 'label': 'literal'}]"
1313,The boxer threw a punch in the gut of his opponent .,"[{'span1': [4, 8], 'span_word': 'punch gut', 'label': 'literal'}]"
1314,Low orgasmic experience has been related to childhood loss .,"[{'span1': [1, 3], 'span_word': 'orgasmic experience', 'label': 'literal'}]"
1315,I sit in a bath of warm water .,"[{'span1': [4, 5], 'span_word': 'bath', 'label': 'literal'}]"
1316,The tooth and nail brushes were manufactured by the firm of Addis .,"[{'span1': [1, 4], 'span_word': 'tooth nail', 'label': 'literal'}]"
1317,There is a burst of color in the messy room of the painter .,"[{'span1': [3, 4], 'span_word': 'burst', 'label': 'literal'}]"
1318,The military dictator urged supporters to defeat the indecisive ones .,"[{'span1': [2, 3], 'span_word': 'dictator', 'label': 'literal'}]"
1319,One view is that the big-bang that came from nowhere .,"[{'span1': [9, 10], 'span_word': 'nowhere', 'label': 'literal'}]"
1320,When it brews there is drips of water coming out .,"[{'span1': [5, 6], 'span_word': 'drips', 'label': 'literal'}]"
1321,"Life is cruel , after all you wo n't get out alive !","[{'span1': [7, 10], 'span_word': ""wo n't get"", 'label': 'literal'}]"
1322,The tender newborn is sleeping quietly .,"[{'span1': [1, 3], 'span_word': 'tender newborn', 'label': 'literal'}]"
1323,The party continued until a ticking time bomb exploded .,"[{'span1': [5, 8], 'span_word': 'ticking time bomb', 'label': 'literal'}]"
1324,New life springs forth in the desert .,"[{'span1': [0, 2], 'span_word': 'new life', 'label': 'literal'}]"
1325,On every occasion there was a suicide attempt .,"[{'span1': [6, 7], 'span_word': 'suicide', 'label': 'literal'}]"
1326,Mercury contaminates mostly fish and fishery products .,"[{'span1': [1, 2], 'span_word': 'contaminates', 'label': 'literal'}]"
1327,She ca n't see the red signal .,"[{'span1': [1, 4], 'span_word': ""ca n't see"", 'label': 'literal'}]"
1328,I am unable to be at two places at the same time .,"[{'span1': [2, 3], 'span_word': 'unable', 'label': 'literal'}]"
1329,Zombies are half dead .,"[{'span1': [2, 4], 'span_word': 'half dead', 'label': 'literal'}]"
1330,The whole world stopped producing this car .,"[{'span1': [1, 4], 'span_word': 'whole world stopped', 'label': 'literal'}]"
1331,I received a punch in the stomach . The pain was breathtaking .,"[{'span1': [11, 12], 'span_word': 'breathtaking', 'label': 'literal'}]"
1332,Judas Iscariot hanged himself .,"[{'span1': [0, 1], 'span_word': 'judas', 'label': 'literal'}]"
1333,A lack of control is felt as if one could not stop eating .,"[{'span1': [11, 13], 'span_word': 'stop eating', 'label': 'literal'}]"
1334,Tomorrow does n't exist yet .,"[{'span1': [2, 4], 'span_word': ""n't exist"", 'label': 'literal'}]"
1335,Both the commands will erase the content of the file .,"[{'span1': [4, 5], 'span_word': 'erase', 'label': 'literal'}]"
1336,The geologist was using those machines that register earthquakes .,"[{'span1': [7, 9], 'span_word': 'register earthquakes', 'label': 'literal'}]"
1337,These answers are what we wanted to hear .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1338,He only sees himself as a normal guy .,"[{'span1': [2, 3], 'span_word': 'sees', 'label': 'literal'}]"
1339,"If I 'll feel sick , I wo n't puke .","[{'span1': [9, 10], 'span_word': 'puke', 'label': 'literal'}]"
1340,Judgments obtained by fraud on court will become a nullity .,"[{'span1': [9, 10], 'span_word': 'nullity', 'label': 'literal'}]"
1341,Militaries were bombarding the town .,"[{'span1': [2, 3], 'span_word': 'bombarding', 'label': 'literal'}]"
1342,The victim was splattered with blood up to her eyeballs .,"[{'span1': [9, 10], 'span_word': 'eyeballs', 'label': 'literal'}]"
1343,These steam seeps provide an oasis of moisture in the desert .,"[{'span1': [5, 8], 'span_word': 'oasis moisture', 'label': 'literal'}]"
1344,An anaconda tried to swallow the cow .,"[{'span1': [4, 7], 'span_word': 'swallow cow', 'label': 'literal'}]"
1345,I 'm allowed one more minute after the bell .,"[{'span1': [1, 6], 'span_word': ""'m one minute"", 'label': 'literal'}]"
1346,Farmers used long-handled spades for digging .,"[{'span1': [3, 4], 'span_word': 'spades', 'label': 'literal'}]"
1347,The girl believed Santa Claus is omniscient .,"[{'span1': [6, 7], 'span_word': 'omniscient', 'label': 'literal'}]"
1348,Chewbacca had a big furry .,"[{'span1': [0, 1], 'span_word': 'chewbacca', 'label': 'literal'}]"
1349,The bow can be made to strain the string to its breaking point .,"[{'span1': [6, 7], 'span_word': 'strain', 'label': 'literal'}]"
1350,I came to watch the relentless forming and breaking-up of waves .,"[{'span1': [5, 6], 'span_word': 'relentless', 'label': 'literal'}]"
1351,Precious stones are nothing but minerals .,"[{'span1': [3, 6], 'span_word': 'nothing minerals', 'label': 'literal'}]"
1352,There was a climatic disaster .,"[{'span1': [4, 5], 'span_word': 'disaster', 'label': 'literal'}]"
1353,A true diamond is worth its weight in gold .,"[{'span1': [4, 9], 'span_word': 'worth weight gold', 'label': 'literal'}]"
1354,Elgon is the remains of an ancient volcano .,"[{'span1': [7, 8], 'span_word': 'volcano', 'label': 'literal'}]"
1355,The target of early interstellar missions is to find nomadic planets .,"[{'span1': [4, 5], 'span_word': 'interstellar', 'label': 'literal'}]"
1356,Urals are the remains of mountains that must have been of Alpine proportions when new .,"[{'span1': [11, 13], 'span_word': 'alpine proportions', 'label': 'literal'}]"
1357,It is possible for a particle to travel faster than light .,"[{'span1': [8, 11], 'span_word': 'faster light', 'label': 'literal'}]"
1358,People will die of cholera and other epidemics .,"[{'span1': [2, 3], 'span_word': 'die', 'label': 'literal'}]"
1359,Absolute symmetry tends to be superhuman .,"[{'span1': [5, 6], 'span_word': 'superhuman', 'label': 'literal'}]"
1360,Drinking kills me slowly .,"[{'span1': [1, 2], 'span_word': 'kills', 'label': 'literal'}]"
1361,People had to drink water from a river nearby .,"[{'span1': [3, 8], 'span_word': 'drink river', 'label': 'literal'}]"
1362,Only one girl survived the nuclear explosion .,"[{'span1': [5, 7], 'span_word': 'nuclear explosion', 'label': 'literal'}]"
1363,The hillsides have been covered a few centuries ago .,"[{'span1': [7, 8], 'span_word': 'centuries', 'label': 'literal'}]"
1364,Believers swear the statue was crying blood tears .,"[{'span1': [6, 8], 'span_word': 'blood tears', 'label': 'literal'}]"
1365,This milk is whiter than snow on the sidewalk .,"[{'span1': [3, 6], 'span_word': 'whiter snow', 'label': 'literal'}]"
1366,I could see daylight through a keyhole .,"[{'span1': [6, 7], 'span_word': 'keyhole', 'label': 'literal'}]"
1367,The strategy may prevent rebellion in the circumstance of some cruel tyrant .,"[{'span1': [11, 12], 'span_word': 'tyrant', 'label': 'literal'}]"
1368,Breaking a blood oath was punished .,"[{'span1': [2, 4], 'span_word': 'blood oath', 'label': 'literal'}]"
1369,The prince 's marriage will be marked by a national holiday .,"[{'span1': [9, 11], 'span_word': 'national holiday', 'label': 'literal'}]"
1370,Limitation on employment and property ownership were a recipe for disaster in the country .,"[{'span1': [8, 11], 'span_word': 'recipe disaster', 'label': 'literal'}]"
1371,I enjoy my life .,"[{'span1': [3, 4], 'span_word': 'life', 'label': 'literal'}]"
1372,The sources of inspiration are seemingly endless .,"[{'span1': [6, 7], 'span_word': 'endless', 'label': 'literal'}]"
1373,A hair just jumped out of my skin .,"[{'span1': [3, 8], 'span_word': 'jumped skin', 'label': 'literal'}]"
1374,These cereals are the size of a postage stamp .,"[{'span1': [7, 9], 'span_word': 'postage stamp', 'label': 'literal'}]"
1375,The fight continues to bring the neighborhood its own zip code .,"[{'span1': [9, 11], 'span_word': 'zip code', 'label': 'literal'}]"
1376,Pentrite can explode without a detonator .,"[{'span1': [2, 3], 'span_word': 'explode', 'label': 'literal'}]"
1377,I 've lived here all my life .,"[{'span1': [6, 7], 'span_word': 'life', 'label': 'literal'}]"
1378,The rocket was projected to a considerable height .,"[{'span1': [1, 2], 'span_word': 'rocket', 'label': 'literal'}]"
1379,It is wrong to steal or to commit murder .,"[{'span1': [7, 9], 'span_word': 'commit murder', 'label': 'literal'}]"
1380,The moon eclipsed the sun .,"[{'span1': [2, 5], 'span_word': 'eclipsed sun', 'label': 'literal'}]"
1381,Your home got hit by a tornado .,"[{'span1': [3, 7], 'span_word': 'hit tornado', 'label': 'literal'}]"
1382,"My leg is broken , so I need an elevator to access upper floors .","[{'span1': [7, 10], 'span_word': 'need elevator', 'label': 'literal'}]"
1383,Guest expectations change through the four seasons .,"[{'span1': [5, 7], 'span_word': 'four seasons', 'label': 'literal'}]"
1384,Commercial airplanes carry a huge tank of oxygen .,"[{'span1': [7, 8], 'span_word': 'oxygen', 'label': 'literal'}]"
1385,Three judges sentenced me to death .,"[{'span1': [2, 6], 'span_word': 'sentenced death', 'label': 'literal'}]"
1386,"There was a cow nearby , and I heard it moo .","[{'span1': [8, 11], 'span_word': 'heard moo', 'label': 'literal'}]"
1387,The beginning of time corresponds to a first event .,"[{'span1': [1, 4], 'span_word': 'beginning time', 'label': 'literal'}]"
1388,A saint is not prayed to .,"[{'span1': [1, 2], 'span_word': 'saint', 'label': 'literal'}]"
1389,He stepped down and turned to kneel before the altar .,"[{'span1': [6, 7], 'span_word': 'kneel', 'label': 'literal'}]"
1390,The wind shakes the walls of the tent .,"[{'span1': [2, 5], 'span_word': 'shakes walls', 'label': 'literal'}]"
1391,"Every room is designed to convey a theme , be it a jungle or ancient Rome .","[{'span1': [1, 13], 'span_word': 'room jungle', 'label': 'literal'}]"
1392,I have n't had a job for a year now .,"[{'span1': [8, 9], 'span_word': 'year', 'label': 'literal'}]"
1393,They might enquire whether the cargo was dynamite .,"[{'span1': [7, 8], 'span_word': 'dynamite', 'label': 'literal'}]"
1394,Pirates where sinking in a sea of cold water .,"[{'span1': [2, 6], 'span_word': 'sinking sea', 'label': 'literal'}]"
1395,The eggs have cracked up .,"[{'span1': [3, 4], 'span_word': 'cracked', 'label': 'literal'}]"
